name,description,meta_title,meta_description
Диск инструментальный 1П756ДФ3.47.000,"Диск инструментальный 1П756ДФ3.47.000 — запасная часть для токарного станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1П756ДФ3.47.000.",1П756ДФ3.47.000 — купить | ТД РУССтанкоСбыт,Купить 1П756ДФ3.47.000. Запчасть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1М63Б.40Э/3.159,"Вал 1М63Б.40Э/3.159 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63Б.

При подборе сверяйте каталожный номер: 1М63Б.40Э.",1М63Б.40Э для 1М63Б — купить | ТД РУССтанкоСбыт,Купить 1М63Б.40Э для станков 1М63Б. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Блок зубчатый 1М63Б.60.283,"Блок зубчатый 1М63Б.60.283 — блок зубчатых колёс фартука. Применяется для переключения скоростей в коробке скоростей станка.

Устанавливается в фартука токарных станков 1М63Б. Перемещается по шлицевому валу.

Позиция 142 по кинематической схеме
Число зубьев: 69
Ширина венца: 9 мм

При подборе сверяйте каталожный номер: 1М63Б.60.283.","Блок зубчатый 1М63Б.60.283 для фартука станка 1М63 ДИП-300, z=69","Купить блок зубчатый 1М63Б.60.283 для фартука токарного станка 1М63 (ДИП-300). Позиция 142 по схеме, число зубьев 69. Запчасть для узла фартук."
Колесо зубчатое 1М63Б.40.198,"Колесо зубчатое 1М63Б.40.198 — зубчатое колесо суппорта. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в суппорта токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 76 по кинематической схеме
Число зубьев: 31
Модуль: 2.0
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1М63Б.40.198.","Колесо зубч. 1М63Б.40.198 станка 1М63 ДИП-300, z=31, модуль 2","Купить колесо зубчатое 1М63Б.40.198 для суппорта токарного станка 1М63 (ДИП-300). Позиция 76 по схеме, число зубьев 31, модуль 2. Запчасть для узла суппорт."
Вал 2840П.64.181 привода стола станка 2840П,"Вал 2840П.64.181 привода стола станка 2840П — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 2840П.64.181.",2840П.64.181 для 2840П — купить | ТД РУССтанкоСбыт,Купить 2840П.64.181 для станков 2840П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.08.166,"Колесо зубчатое 1М63Б.08.166 — зубчатое колесо Сменные шестерни. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в Сменные шестерни токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 86

При подборе сверяйте каталожный номер: 1М63Б.08.166.","Колесо зубч. 1М63Б.08.166 станка 1М63 ДИП-300, z=86",Купить колесо зубчатое 1М63Б.08.166 для сменные  шестерни токарного станка 1М63 (ДИП-300). число зубьев 86. Запчасть для узла сменные  шестерни.
Вал 1Н983М.20.156,"Вал 1Н983М.20.156 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983М.20.156.",1Н983М.20.156 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983М.20.156 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1М63.21.381,"Вал 1М63.21.381 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.21.381.",1М63.21.381 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.21.381 для станков 1М63. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 6Т83Г-1.64.253 редуктора стола станка 6Т83Г-1,"Вал 6Т83Г-1.64.253 редуктора стола станка 6Т83Г-1 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6Т83Г-1.64.253.",6Т83Г-1.64.253 для 6Т83Г — купить | ТД РУССтанкоСбыт,Купить 6Т83Г-1.64.253 для станков 6Т83Г. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 164.07.179,"Колесо зубчатое 164.07.179 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков токарных станков. Устанавливается в соответствии с кинематической схемой.

Позиция 51 по кинематической схеме
Число зубьев: 40
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 164.07.179.","Колесо зубч. 164.07.179 для коробки подач станка 1М65, z=40","Купить колесо зубчатое 164.07.179 для коробки подач токарного станка 1М65. Позиция 51 по схеме, число зубьев 40. Запчасть для узла коробка подач."
Колесо зубчатое 16М50.70.182,"Колесо зубчатое 16М50.70.182 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 92 по кинематической схеме
Число зубьев: 68
Модуль: 2.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.182.","Колесо зубч. 16М50.70.182 станка 1М65, z=68, модуль 2.5","Купить колесо зубчатое 16М50.70.182 для коробки подач токарного станка 1М65/16М50. Позиция 92 по схеме, число зубьев 68, модуль 2.5."
Вал 1Н983.20.279,"Вал 1Н983.20.279 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.20.279.",1Н983.20.279 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.20.279 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1М63.21.229,"Вал 1М63.21.229 — вал шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.21.229.",Вал 1М63.21.229 для шпиндельной бабки станка 1М63 ДИП-300,Купить вал 1М63.21.229 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Запчасть для узла шпиндельная бабка.
Блок зубчатый 1Н65.50.155,"Блок зубчатый 1Н65.50.155 — блок зубчатых колёс каретки. Применяется для переключения скоростей в коробке скоростей станка.

Устанавливается в каретки токарных станков 1Н65. Перемещается по шлицевому валу.

Позиция 164 по кинематической схеме
Число зубьев: 25
Ширина венца: 13 мм

При подборе сверяйте каталожный номер: 1Н65.50.155.","Блок зубчатый 1Н65.50.155 для каретки станка 1М65, z=25","Купить блок зубчатый 1Н65.50.155 для каретки токарного станка 1М65/1Н65. Позиция 164 по схеме, число зубьев 25. Запчасть для узла каретка."
Колесо зубчатое 1А64.07.292,"Колесо зубчатое 1А64.07.292 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 45 по кинематической схеме
Число зубьев: 48
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1А64.07.292.","Колесо зубч. 1А64.07.292 для коробки подач станка 1М65, z=48","Купить колесо зубчатое 1А64.07.292 для коробки подач токарного станка 1М65/1А64. Позиция 45 по схеме, число зубьев 48. Запчасть для узла коробка подач."
Колесо зубчатое 1М63.02.321,"Колесо зубчатое 1М63.02.321 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 42 по кинематической схеме
Число зубьев: 70
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1М63.02.321.","Колесо зубч. 1М63.02.321 станка 1М63 ДИП-300, z=70","Купить колесо зубчатое 1М63.02.321 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 42 по схеме, число зубьев 70."
Колесо зубчатое 1А64.02.832,"Колесо зубчатое 1А64.02.832 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 30 по кинематической схеме
Число зубьев: 35
Ширина венца: 22 мм

При подборе сверяйте каталожный номер: 1А64.02.832.","Колесо зубч. 1А64.02.832 для шпиндельной бабки станка 1М65, z=35","Купить колесо зубчатое 1А64.02.832 для шпиндельной бабки токарного станка 1М65/1А64. Позиция 30 по схеме, число зубьев 35. Запчасть для узла шпиндельная бабка."
Колесо зубчатое 16М50.70.187,"Колесо зубчатое 16М50.70.187 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 88 по кинематической схеме
Число зубьев: 52
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.187.","Колесо зубч. 16М50.70.187 для коробки подач станка 1М65, z=52","Купить колесо зубчатое 16М50.70.187 для коробки подач токарного станка 1М65/16М50. Позиция 88 по схеме, число зубьев 52. Запчасть для узла коробка подач."
Вал 1М63Б.40.179,"Вал 1М63Б.40.179 — вал фартука. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63Б.

При подборе сверяйте каталожный номер: 1М63Б.40.179.",Вал 1М63Б.40.179 для фартука станка 1М63 ДИП-300,Купить вал 1М63Б.40.179 для фартука токарного станка 1М63 (ДИП-300). Запчасть для узла фартук.
Колесо зубчатое 1А64.02.861,"Колесо зубчатое 1А64.02.861 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 11 по кинематической схеме
Число зубьев: 42
Модуль: 4.0
Ширина венца: 22 мм

При подборе сверяйте каталожный номер: 1А64.02.861.","Колесо зубч. 1А64.02.861 станка 1М65, z=42, модуль 4","Купить колесо зубчатое 1А64.02.861 для шпиндельной бабки токарного станка 1М65/1А64. Позиция 11 по схеме, число зубьев 42, модуль 4."
Вал 1П756ДФ3.20.207,"Вал 1П756ДФ3.20.207 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1П756ДФ3.20.207.",1П756ДФ3.20.207 — купить | ТД РУССтанкоСбыт,Купить 1П756ДФ3.20.207. Вал токарного станка по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Н.08.175,"Колесо зубчатое 1М63Н.08.175 — зубчатое колесо Сменные шестерни. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в Сменные шестерни токарно-винторезных станков 1М63Н. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 36
Модуль: 2.0
Ширина венца: 24 мм

При подборе сверяйте каталожный номер: 1М63Н.08.175.","Колесо зубч. 1М63Н.08.175 станка 1М63 ДИП-300, z=36, модуль 2","Купить колесо зубчатое 1М63Н.08.175 для сменные  шестерни токарного станка 1М63 (ДИП-300). число зубьев 36, модуль 2. Запчасть для узла сменные  шестерни."
Вал 1Н983.20.178,"Вал 1Н983.20.178 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.20.178.",1Н983.20.178 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.20.178 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Пиноль 1К62.03.36,"Пиноль 1К62.03.36 — пиноль задней бабки токарного станка. Обеспечивает поддержку и фиксацию заготовки при обработке длинномерных деталей.

Применяется в задней бабке токарного станка.

При подборе сверяйте каталожный номер: 1К62.03.36.",1К62.03.36 — купить | ТД РУССтанкоСбыт,Купить 1К62.03.36. Запчасть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.70.214,"Колесо зубчатое 1М63Б.70.214 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 45 по кинематической схеме
Число зубьев: 30
Модуль: 2.75
Ширина венца: 17 мм

При подборе сверяйте каталожный номер: 1М63Б.70.214.","Колесо зубч. 1М63Б.70.214 станка 1М63 ДИП-300, z=30, модуль 2.75","Купить колесо зубчатое 1М63Б.70.214 для коробки подач токарного станка 1М63 (ДИП-300). Позиция 45 по схеме, число зубьев 30, модуль 2.75."
Колесо зубчатое 1Н65.50.153,"Колесо зубчатое 1Н65.50.153 — зубчатое колесо каретки. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в каретки токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Позиция 161 по кинематической схеме
Число зубьев: 17
Модуль: 3.5
Ширина венца: 29 мм

При подборе сверяйте каталожный номер: 1Н65.50.153.","Колесо зубч. 1Н65.50.153 станка 1М65, z=17, модуль 3.5","Купить колесо зубчатое 1Н65.50.153 для каретки токарного станка 1М65/1Н65. Позиция 161 по схеме, число зубьев 17, модуль 3.5. Запчасть для узла каретка."
Блок зубчатый 1М63Б.60.282,"Блок зубчатый 1М63Б.60.282 — блок зубчатых колёс фартука. Применяется для переключения скоростей в коробке скоростей станка.

Устанавливается в фартука токарных станков 1М63Б. Перемещается по шлицевому валу.

Позиция 141 по кинематической схеме
Число зубьев: 142
Ширина венца: 9 мм

При подборе сверяйте каталожный номер: 1М63Б.60.282.","Блок зубчатый 1М63Б.60.282 для фартука станка 1М63 ДИП-300, z=142","Купить блок зубчатый 1М63Б.60.282 для фартука токарного станка 1М63 (ДИП-300). Позиция 141 по схеме, число зубьев 142. Запчасть для узла фартук."
Вал 163.06.335,"Вал 163.06.335 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 163.

При подборе сверяйте каталожный номер: 163.06.335.",163.06.335 для 163 — купить | ТД РУССтанкоСбыт,Купить 163.06.335 для станков 163. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1Н983.20.357,"Вал 1Н983.20.357 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.20.357.",1Н983.20.357 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.20.357 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 6Т83Г-1.60.253 привода стола станка 6Т83Г-1,"Вал 6Т83Г-1.60.253 привода стола станка 6Т83Г-1 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6Т83Г-1.60.253.",6Т83Г-1.60.253 для 6Т83Г — купить | ТД РУССтанкоСбыт,Купить 6Т83Г-1.60.253 для станков 6Т83Г. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Гайка 1Н65.30.024,"Гайка 1Н65.30.024. Применяется в узлах токарного станка в качестве запасной части.

Устанавливается на станках 1Н65.

Позиция 154 по кинематической схеме
Число зубьев: 1
Ширина венца: 90 мм

При подборе сверяйте каталожный номер: 1Н65.30.024.","Гайка 1Н65.30.024 для бабка задняя станка 1М65, z=1","Купить гайку 1Н65.30.024 для бабка задняя токарного станка 1М65/1Н65. Позиция 154 по схеме, число зубьев 1. Запчасть для узла бабка задняя."
Колесо зубчатое 1А64.07.295,"Колесо зубчатое 1А64.07.295 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 48 по кинематической схеме
Число зубьев: 60
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1А64.07.295.","Колесо зубч. 1А64.07.295 для коробки подач станка 1М65, z=60","Купить колесо зубчатое 1А64.07.295 для коробки подач токарного станка 1М65/1А64. Позиция 48 по схеме, число зубьев 60. Запчасть для узла коробка подач."
Колесо зубчатое 1М63Б.70.247,"Колесо зубчатое 1М63Б.70.247 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 73 по кинематической схеме
Число зубьев: 32
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1М63Б.70.247.","Колесо зубч. 1М63Б.70.247 станка 1М63 ДИП-300, z=32","Купить колесо зубчатое 1М63Б.70.247 для коробки подач токарного станка 1М63 (ДИП-300). Позиция 73 по схеме, число зубьев 32. Запчасть для узла коробка подач."
Втулка 165.02.403СБ,"Втулка 165.02.403СБ — запасная часть для токарного станка.

Применяется на станках 165.

При подборе сверяйте каталожный номер: 165.02.403СБ.",165.02.403СБ для 165 — купить | ТД РУССтанкоСбыт,Купить 165.02.403СБ для 165. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Колесо зубчатое 165.02.446,"Колесо зубчатое 165.02.446 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 165. Устанавливается в соответствии с кинематической схемой.

Позиция 3 по кинематической схеме
Число зубьев: 32
Модуль: 3.5
Ширина венца: 25 мм

При подборе сверяйте каталожный номер: 165.02.446.","Колесо зубч. 165.02.446 станка 1М65, z=32, модуль 3.5","Купить колесо зубчатое 165.02.446 для шпиндельной бабки токарного станка 1М65. Позиция 3 по схеме, число зубьев 32, модуль 3.5."
Колесо зубчатое 1М63.02.438,"Колесо зубчатое 1М63.02.438 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 33 по кинематической схеме
Число зубьев: 28

При подборе сверяйте каталожный номер: 1М63.02.438.","Колесо зубч. 1М63.02.438 станка 1М63 ДИП-300, z=28","Купить колесо зубчатое 1М63.02.438 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 33 по схеме, число зубьев 28."
Колесо зубчатое 1А64.02.862,"Колесо зубчатое 1А64.02.862 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 7 по кинематической схеме
Число зубьев: 49
Ширина венца: 30 мм

При подборе сверяйте каталожный номер: 1А64.02.862.","Колесо зубч. 1А64.02.862 для шпиндельной бабки станка 1М65, z=49","Купить колесо зубчатое 1А64.02.862 для шпиндельной бабки токарного станка 1М65/1А64. Позиция 7 по схеме, число зубьев 49. Запчасть для узла шпиндельная бабка."
Колесо зубчатое 1Н65.60.177,"Колесо зубчатое 1Н65.60.177 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Позиция 129 по кинематической схеме
Число зубьев: 53
Модуль: 3.5
Ширина венца: 42 мм

При подборе сверяйте каталожный номер: 1Н65.60.177.","Колесо зубч. 1Н65.60.177 станка 1М65, z=53, модуль 3.5","Купить колесо зубчатое 1Н65.60.177 для фартука токарного станка 1М65/1Н65. Позиция 129 по схеме, число зубьев 53, модуль 3.5. Запчасть для узла фартук."
Колесо зубчатое 1М63Б.20.189,"Колесо зубчатое 1М63Б.20.189 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 13 по кинематической схеме
Число зубьев: 60
Ширина венца: 28 мм

При подборе сверяйте каталожный номер: 1М63Б.20.189.","Колесо зубч. 1М63Б.20.189 станка 1М63 ДИП-300, z=60","Купить колесо зубчатое 1М63Б.20.189 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 13 по схеме, число зубьев 60."
Зубчатое колесо 16М50.70.161,"Зубчатое колесо 16М50.70.161 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 106 по кинематической схеме
Число зубьев: 39
Модуль: 2.75
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.161.","16М50.70.161 для коробки подач станка 1М65, z=39, модуль 2.75","Купить деталь 16М50.70.161 для коробки подач токарного станка 1М65/16М50. Позиция 106 по схеме, число зубьев 39, модуль 2.75. Запчасть для узла коробка подач."
Колесо зубчатое 1А64.07.362,"Колесо зубчатое 1А64.07.362 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 63 по кинематической схеме
Число зубьев: 50
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1А64.07.362.","Колесо зубч. 1А64.07.362 для коробки подач станка 1М65, z=50","Купить колесо зубчатое 1А64.07.362 для коробки подач токарного станка 1М65/1А64. Позиция 63 по схеме, число зубьев 50. Запчасть для узла коробка подач."
Колесо зубчатое 1М63.04.159,"Колесо зубчатое 1М63.04.159 — зубчатое колесо суппорта. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в суппорта токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 80 по кинематической схеме
Число зубьев: 30
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1М63.04.159.","Колесо зубч. 1М63.04.159 для суппорта станка 1М63 ДИП-300, z=30","Купить колесо зубчатое 1М63.04.159 для суппорта токарного станка 1М63 (ДИП-300). Позиция 80 по схеме, число зубьев 30. Запчасть для узла суппорт."
Колесо зубчатое 1Н65.08.155,"Колесо зубчатое 1Н65.08.155 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 58
Ширина венца: 25 мм

При подборе сверяйте каталожный номер: 1Н65.08.155.","Колесо зубч. 1Н65.08.155 для коробки подач станка 1М65, z=58",Купить колесо зубчатое 1Н65.08.155 для коробки подач токарного станка 1М65/1Н65. число зубьев 58. Запчасть для узла коробка подач.
Колесо зубчатое 1А64.07.380,"Колесо зубчатое 1А64.07.380 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 35 по кинематической схеме
Число зубьев: 37
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1А64.07.380.","Колесо зубч. 1А64.07.380 для коробки подач станка 1М65, z=37","Купить колесо зубчатое 1А64.07.380 для коробки подач токарного станка 1М65/1А64. Позиция 35 по схеме, число зубьев 37. Запчасть для узла коробка подач."
Колесо зубчатое 1М63.02.210,"Колесо зубчатое 1М63.02.210 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 35 по кинематической схеме
Число зубьев: 38
Ширина венца: 34 мм

При подборе сверяйте каталожный номер: 1М63.02.210.","Колесо зубч. 1М63.02.210 станка 1М63 ДИП-300, z=38","Купить колесо зубчатое 1М63.02.210 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 35 по схеме, число зубьев 38."
Шарико-винтовая пара (ШВП) 1П756ДФЗ.22.000,"Шарико-винтовая пара (ШВП) 1П756ДФЗ.22.000 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках с ЧПУ.

При подборе сверяйте каталожный номер: 1П756ДФЗ.22.000.",ШВП 1П756ДФЗ.22.000 — купить | ТД РУССтанкоСбыт,Купить ШВП 1П756ДФЗ.22.000. Точные линейные перемещения для станков с ЧПУ. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63.21.217,"Колесо зубчатое 1М63.21.217 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 8 по кинематической схеме
Число зубьев: 40
Ширина венца: 20 мм

При подборе сверяйте каталожный номер: 1М63.21.217.","Колесо зубч. 1М63.21.217 станка 1М63 ДИП-300, z=40","Купить колесо зубчатое 1М63.21.217 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 8 по схеме, число зубьев 40."
Изготовление вкладышей и захватов для закрепления заготовки или инструмента,"Изготовление вкладышей и захватов для закрепления заготовки или инструмента. Выполняем по чертежам заказчика, образцу или каталожному номеру.

Поставка и изготовление — ТД РУССтанкоСбыт.

Подбор по каталогу и чертежам заказчика.",Изготовление вкладышей и захватов для — купить | ТД РУССтанкоСбыт,Купить Изготовление вкладышей и захватов для закрепления заготовки или инструмента. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 165.02.439,"Колесо зубчатое 165.02.439 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 165. Устанавливается в соответствии с кинематической схемой.

Позиция 18 по кинематической схеме
Число зубьев: 50
Ширина венца: 51 мм

При подборе сверяйте каталожный номер: 165.02.439.","Колесо зубч. 165.02.439 для шпиндельной бабки станка 1М65, z=50","Купить колесо зубчатое 165.02.439 для шпиндельной бабки токарного станка 1М65. Позиция 18 по схеме, число зубьев 50. Запчасть для узла шпиндельная бабка."
Червяк 1М63.06.150,"Червяк 1М63.06.150 — червяк фартука. Обеспечивает передачу движения в червячной передаче.

Применяется на станках 1М63.

Позиция 94 по кинематической схеме
Число зубьев: 3
Модуль: 4.0
Ширина венца: 52 мм

При подборе сверяйте каталожный номер: 1М63.06.150.","Червяк 1М63.06.150 для фартука станка 1М63 ДИП-300, z=3, модуль 4","Купить червяк 1М63.06.150 для фартука токарного станка 1М63 (ДИП-300). Позиция 94 по схеме, число зубьев 3, модуль 4. Запчасть для узла фартук."
