SKU,Title,Text,Description
KOLZUBPERBABK.165_02_800,Колесо зубчатое 165_02_800 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 165_02_800.,
KOLZUBPERBABK.165_02_801,Колесо зубчатое 165_02_801 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 165_02_801.,
KOLZUBPERBABK.165_165_08_177,"Колесо зубчатое 165_08_177 (Сменные шестерни/задняя бабка, модель 165)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 165_08_177; модель 165.,
KOLZUBPERBABK.165_165_08_178,"Колесо зубчатое 165_08_178 (Сменные шестерни/задняя бабка, модель 165)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 165_08_178; модель 165.,
KOLZUBPERBABK.1658_1658_15_175,"Колесо зубчатое 1658_15_175 (Сменные шестерни/задняя бабка, модель 1658)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1658_15_175; модель 1658.,
KOLZUBPERBABK.1658_1658_15_184,"Колесо зубчатое 1658_15_184 (Сменные шестерни/задняя бабка, модель 1658)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1658_15_184; модель 1658.,
KOLZUBPERBABK.1658_1658_15_186,"Колесо зубчатое 1658_15_186 (Сменные шестерни/задняя бабка, модель 1658)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1658_15_186; модель 1658.,
KOLZUBPERBABK.1658_1658_15_187,"Колесо зубчатое 1658_15_187 (Сменные шестерни/задняя бабка, модель 1658)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1658_15_187; модель 1658.,
KOLZUBPERBABK.1658_1658_15_195,"Колесо зубчатое 1658_15_195 (Сменные шестерни/задняя бабка, модель 1658)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1658_15_195; модель 1658.,
KOLZUBPERBABK.16К30_20_153,Колесо зубчатое 16К30_20_153 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 16К30_20_153.,
KOLZUBPERBABK.16К30_16К30_40_159,"Колесо зубчатое 16К30_40_159 (Каретка суппорта, модель 16К30)",Колесо зубчатое узла Каретка суппорта; код 16К30_40_159; модель 16К30.,
KOLZUBPERBABK.16К30_16К30_40_161,"Колесо зубчатое 16К30_40_161 (Каретка суппорта, модель 16К30)",Колесо зубчатое узла Каретка суппорта; код 16К30_40_161; модель 16К30.,
KOLZUBPERBABK.16К30_16К30_70_151,"Колесо зубчатое 16К30_70_151 (Коробка подач, модель универсальная)",Колесо зубчатое узла коробки подач; код 16К30_70_151; модель универсальная.,
KOLZUBPERBABK.16К30_16К30_70_152,"Колесо зубчатое 16К30_70_152 (Коробка подач, модель универсальная)",Колесо зубчатое узла коробки подач; код 16К30_70_152; модель универсальная.,
KOLZUBPERBABK.16К40_21_152,Колесо зубчатое 16К40_21_152 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 16К40_21_152.,
KOLZUBPERBABK.16К40_21_153,Колесо зубчатое 16К40_21_153 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 16К40_21_153.,
KOLZUBPERBABK.16К40_16К40_41_152,"Колесо зубчатое 16К40_41_152 (Каретка суппорта, модель 16К40)",Колесо зубчатое узла Каретка суппорта; код 16К40_41_152; модель 16К40.,
KOLZUBPERBABK.16К40_16К40_51_152,"Колесо зубчатое 16К40_51_152 (Каретка суппорта, модель 16К40)",Колесо зубчатое узла Каретка суппорта; код 16К40_51_152; модель 16К40.,
KOLZUBPERBABK.16К40_16К40_51_156,"Колесо зубчатое 16К40_51_156 (Каретка суппорта, модель 16К40)",Колесо зубчатое узла Каретка суппорта; код 16К40_51_156; модель 16К40.,
KOLZUBPERBABK.1А64_02_348,Колесо зубчатое 1А64_02_348 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_348.,
KOLZUBPERBABK.1А64_02_349,Колесо зубчатое 1А64_02_349 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_349.,
KOLZUBPERBABK.1А64_02_381,Колесо зубчатое 1А64_02_381 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_381.,
KOLZUBPERBABK.1А64_02_832,Колесо зубчатое 1А64_02_832 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_832.,
KOLZUBPERBABK.1А64_02_841,Колесо зубчатое 1А64_02_841 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_841.,
KOLZUBPERBABK.1А64_02_842,Колесо зубчатое 1А64_02_842 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_842.,
KOLZUBPERBABK.1А64_02_848,Колесо зубчатое 1А64_02_848 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_848.,
KOLZUBPERBABK.1А64_02_850,Колесо зубчатое 1А64_02_850 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_850.,
KOLZUBPERBABK.1А64_02_851,Колесо зубчатое 1А64_02_851 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_851.,
KOLZUBPERBABK.1А64_02_853,Колесо зубчатое 1А64_02_853 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_853.,
KOLZUBPERBABK.1А64_02_861,Колесо зубчатое 1А64_02_861 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_861.,
KOLZUBPERBABK.1А64_02_862,Колесо зубчатое 1А64_02_862 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_862.,
KOLZUBPERBABK.1А64_02_864,Колесо зубчатое 1А64_02_864 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_864.,
KOLZUBPERBABK.1А64_02_865,Колесо зубчатое 1А64_02_865 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_865.,
KOLZUBPERBABK.1А64_02_866,Колесо зубчатое 1А64_02_866 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_866.,
KOLZUBPERBABK.1А64_02_884,Колесо зубчатое 1А64_02_884 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_884.,
KOLZUBPERBABK.1А64_02_942,Колесо зубчатое 1А64_02_942 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_942.,
KOLZUBPERBABK.1А64_1А64_03_210,"Колесо зубчатое 1А64_03_210 (Сменные шестерни/задняя бабка, модель 1А64)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_210; модель 1А64.,
KOLZUBPERBABK.1А64_1А64_03_211,"Колесо зубчатое 1А64_03_211 (Сменные шестерни/задняя бабка, модель 1А64)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_211; модель 1А64.,
KOLZUBPERBABK.1А64_1А64_03_212,"Колесо зубчатое 1А64_03_212 (Сменные шестерни/задняя бабка, модель 1А64)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_212; модель 1А64.,
KOLZUBPERBABK.1А64_1А64_03_264,"Колесо зубчатое 1А64_03_264 (Сменные шестерни/задняя бабка, модель 1А64)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_264; модель 1А64.,
KOLZUBPERBABK.1А64_1А64_03_274,"Колесо зубчатое 1А64_03_274 (Сменные шестерни/задняя бабка, модель 1А64)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_274; модель 1А64.,
KOLZUBPERBABK.1А983_20_283,Колесо зубчатое 1А983_20_283 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1А983_20_283.,
KOLZUBPERBABK.1М63_02_170,Колесо зубчатое 1М63_02_170 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_170.,
KOLZUBPERBABK.1М63_02_171,Колесо зубчатое 1М63_02_171 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_171.,
KOLZUBPERBABK.1М63_02_172,Колесо зубчатое 1М63_02_172 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_172.,
KOLZUBPERBABK.1М63_02_210,Колесо зубчатое 1М63_02_210 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_210.,
KOLZUBPERBABK.1М63_02_227,Колесо зубчатое 1М63_02_227 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_227.,
KOLZUBPERBABK.1М63_02_260,Колесо зубчатое 1М63_02_260 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_260.,
KOLZUBPERBABK.1М63_02_263,Колесо зубчатое 1М63_02_263 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_263.,
KOLZUBPERBABK.1М63_02_275,Колесо зубчатое 1М63_02_275 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_275.,
KOLZUBPERBABK.1М63_02_294,Колесо зубчатое 1М63_02_294 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_294.,
KOLZUBPERBABK.1М63_02_331,Колесо зубчатое 1М63_02_331 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_331.,
KOLZUBPERBABK.1М63_02_347,Колесо зубчатое 1М63_02_347 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_347.,
KOLZUBPERBABK.1М63_02_348,Колесо зубчатое 1М63_02_348 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_348.,
KOLZUBPERBABK.1М63_02_353,Колесо зубчатое 1М63_02_353 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_353.,
KOLZUBPERBABK.1М63_02_426,Колесо зубчатое 1М63_02_426 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_426.,
KOLZUBPERBABK.1М63_02_438,Колесо зубчатое 1М63_02_438 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_02_438.,
KOLZUBPERBABK.1М63_1М63_04_153,"Колесо зубчатое 1М63_04_153 (Каретка суппорта, модель 1М63)",Колесо зубчатое узла Каретка суппорта; код 1М63_04_153; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_04_154,"Колесо зубчатое 1М63_04_154 (Каретка суппорта, модель 1М63)",Колесо зубчатое узла Каретка суппорта; код 1М63_04_154; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_04_155,"Колесо зубчатое 1М63_04_155 (Каретка суппорта, модель 1М63)",Колесо зубчатое узла Каретка суппорта; код 1М63_04_155; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_04_159,"Колесо зубчатое 1М63_04_159 (Каретка суппорта, модель 1М63)",Колесо зубчатое узла Каретка суппорта; код 1М63_04_159; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_04_160,"Колесо зубчатое 1М63_04_160 (Каретка суппорта, модель 1М63)",Колесо зубчатое узла Каретка суппорта; код 1М63_04_160; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_06_203,"Колесо зубчатое 1М63_06_203 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63_06_203; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_06_254,"Колесо зубчатое 1М63_06_254 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63_06_254; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_06_259,"Колесо зубчатое 1М63_06_259 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63_06_259; модель 1М63.,
KOLZUBPERBABK.1М63_21_158,Колесо зубчатое 1М63_21_158 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_158.,
KOLZUBPERBABK.1М63_21_197,Колесо зубчатое 1М63_21_197 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_197.,
KOLZUBPERBABK.1М63_21_199,Колесо зубчатое 1М63_21_199 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_199.,
KOLZUBPERBABK.1М63_21_200,Колесо зубчатое 1М63_21_200 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_200.,
KOLZUBPERBABK.1М63_21_215,Колесо зубчатое 1М63_21_215 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_215.,
KOLZUBPERBABK.1М63_21_216,Колесо зубчатое 1М63_21_216 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_216.,
KOLZUBPERBABK.1М63_21_217,Колесо зубчатое 1М63_21_217 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_217.,
KOLZUBPERBABK.1М63_21_228,Колесо зубчатое 1М63_21_228 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_228.,
KOLZUBPERBABK.1М63_21_230,Колесо зубчатое 1М63_21_230 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_230.,
KOLZUBPERBABK.1М63_21_231,Колесо зубчатое 1М63_21_231 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_231.,
KOLZUBPERBABK.1М63_21_235,Колесо зубчатое 1М63_21_235 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_235.,
KOLZUBPERBABK.1М63_21_237,Колесо зубчатое 1М63_21_237 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_237.,
KOLZUBPERBABK.1М63_21_364,Колесо зубчатое 1М63_21_364 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_364.,
KOLZUBPERBABK.1М63_21_368,Колесо зубчатое 1М63_21_368 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_368.,
KOLZUBPERBABK.1М63_21_370,Колесо зубчатое 1М63_21_370 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_370.,
KOLZUBPERBABK.1М63_21_395,Колесо зубчатое 1М63_21_395 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63_21_395.,
KOLZUBPERBABK.1М63_1М63_41_269,"Колесо зубчатое 1М63_41_269 (Каретка суппорта, модель 1М63)",Колесо зубчатое узла Каретка суппорта; код 1М63_41_269; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_61_158,"Колесо зубчатое 1М63_61_158 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63_61_158; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_61_164,"Колесо зубчатое 1М63_61_164 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63_61_164; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_61_197,"Колесо зубчатое 1М63_61_197 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63_61_197; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_61_228,"Колесо зубчатое 1М63_61_228 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63_61_228; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_61_229,"Колесо зубчатое 1М63_61_229 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63_61_229; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_61_230,"Колесо зубчатое 1М63_61_230 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63_61_230; модель 1М63.,
KOLZUBPERBABK.1М63_1М63_71_153,"Колесо зубчатое 1М63_71_153 (Коробка подач, модель 1М63)",Колесо зубчатое узла коробки подач; код 1М63_71_153; модель 1М63.,
KOLZUBPERBABK.1М63Б_20_185,Колесо зубчатое 1М63Б_20_185 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63Б_20_185.,
KOLZUBPERBABK.1М63Б_20_186,Колесо зубчатое 1М63Б_20_186 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63Б_20_186.,
KOLZUBPERBABK.1М63Б_20_187,Колесо зубчатое 1М63Б_20_187 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63Б_20_187.,
KOLZUBPERBABK.1М63Б_20_189,Колесо зубчатое 1М63Б_20_189 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63Б_20_189.,
KOLZUBPERBABK.1М63Б_1М63Б_60_250,"Колесо зубчатое 1М63Б_60_250 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63Б_60_250; модель 1М63.,
KOLZUBPERBABK.1М63Б_1М63Б_60_251,"Колесо зубчатое 1М63Б_60_251 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63Б_60_251; модель 1М63.,
KOLZUBPERBABK.1М63Б_1М63Б_60_252,"Колесо зубчатое 1М63Б_60_252 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63Б_60_252; модель 1М63.,
KOLZUBPERBABK.1М63Б_1М63Б_60_253,"Колесо зубчатое 1М63Б_60_253 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63Б_60_253; модель 1М63.,
KOLZUBPERBABK.1М63Б_1М63Б_60_282,"Колесо зубчатое 1М63Б_60_282 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63Б_60_282; модель 1М63.,
KOLZUBPERBABK.1М63Б_1М63Б_60_283,"Колесо зубчатое 1М63Б_60_283 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63Б_60_283; модель 1М63.,
KOLZUBPERBABK.1М63Б_1М63Б_60_283,"Колесо зубчатое 1М63Б_60_283_И (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63Б_60_283_И; модель 1М63.,
KOLZUBPERBABK.1М63Б_1М63Б_61_165,"Колесо зубчатое 1М63Б_61_165 (Фартук, модель 1М63)",Колесо зубчатое узла фартука; код 1М63Б_61_165; модель 1М63.,
KOLZUBPERBABK.1М63Б_1М63Б_70_168,"Колесо зубчатое 1М63Б_70_168 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_168; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_169,"Колесо зубчатое 1М63Б_70_169 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_169; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_210,"Колесо зубчатое 1М63Б_70_210 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_210; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_211,"Колесо зубчатое 1М63Б_70_211 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_211; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_213,"Колесо зубчатое 1М63Б_70_213 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_213; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_214,"Колесо зубчатое 1М63Б_70_214 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_214; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_215,"Колесо зубчатое 1М63Б_70_215 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_215; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_216,"Колесо зубчатое 1М63Б_70_216 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_216; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_217,"Колесо зубчатое 1М63Б_70_217 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_217; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_218,"Колесо зубчатое 1М63Б_70_218 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_218; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_219,"Колесо зубчатое 1М63Б_70_219 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_219; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_220,"Колесо зубчатое 1М63Б_70_220 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_220; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_226,"Колесо зубчатое 1М63Б_70_226 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_226; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_227,"Колесо зубчатое 1М63Б_70_227 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_227; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_230,"Колесо зубчатое 1М63Б_70_230 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_230; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_232,"Колесо зубчатое 1М63Б_70_232 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_232; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_234,"Колесо зубчатое 1М63Б_70_234 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_234; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_238,"Колесо зубчатое 1М63Б_70_238 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_238; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_240,"Колесо зубчатое 1М63Б_70_240 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_240; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_70_272,"Колесо зубчатое 1М63Б_70_272 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_70_272; модель 1М63Б.,
KOLZUBPERBABK.1М63Б_1М63Б_71_152,"Колесо зубчатое 1М63Б_71_152 (Коробка подач, модель 1М63Б)",Колесо зубчатое узла коробки подач; код 1М63Б_71_152; модель 1М63Б.,
KOLZUBPERBABK.1М63Н_20_157,Колесо зубчатое 1М63Н_20_157 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 1М63Н_20_157.,
KOLZUBPERBABK.1Н983_20_126,Колесо зубчатое 1Н983_20_126 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_126.,
KOLZUBPERBABK.1Н983_20_153,Колесо зубчатое 1Н983_20_153 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_153.,
KOLZUBPERBABK.1Н983_20_154,Колесо зубчатое 1Н983_20_154 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_154.,
KOLZUBPERBABK.1Н983_20_155,Колесо зубчатое 1Н983_20_155 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_155.,
KOLZUBPERBABK.1Н983_20_158,Колесо зубчатое 1Н983_20_158 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_158.,
KOLZUBPERBABK.1Н983_20_166,Колесо зубчатое 1Н983_20_166 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_166.,
KOLZUBPERBABK.1Н983_20_269,Колесо зубчатое 1Н983_20_269 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_269.,
KOLZUBPERBABK.1Н983_20_281,Колесо зубчатое 1Н983_20_281 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_281.,
KOLZUBPERBABK.1Н983_20_283,Колесо зубчатое 1Н983_20_283 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_283.,
KOLZUBPERBABK.1Н983_20_293,Колесо зубчатое 1Н983_20_293 (Шпиндельная бабка),Зубчатое колесо узла шпиндельной бабки; код 1Н983_20_293.,
KOLZUBPERBABK.1Н983_1Н983_34_150,"Колесо зубчатое 1Н983_34_150 (Сменные шестерни/задняя бабка, модель 1Н983)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1Н983_34_150; модель 1Н983.,
KOLZUBPERBABK.1Н983_1Н983_34_154,"Колесо зубчатое 1Н983_34_154 (Сменные шестерни/задняя бабка, модель 1Н983)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1Н983_34_154; модель 1Н983.,
KOLZUBPERBABK.1Н983_1Н983_34_155,"Колесо зубчатое 1Н983_34_155 (Сменные шестерни/задняя бабка, модель 1Н983)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1Н983_34_155; модель 1Н983.,
KOLZUBPERBABK.2840П_2840П_64_160,"Колесо зубчатое 2840П_64_160 (Сменные шестерни/задняя бабка, модель 2840П)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 2840П_64_160; модель 2840П.,
KOLZUBPERBABK.2840П_2840П_64_190,"Колесо зубчатое 2840П_64_190 (Сменные шестерни/задняя бабка, модель 2840П)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код 2840П_64_190; модель 2840П.,
KOLZUBPERBABK.РТ43406_РТ43406_64_154,"Колесо зубчатое РТ43406_64_154 (Сменные шестерни/задняя бабка, модель РТ43406)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код РТ43406_64_154; модель РТ43406.,
KOLZUBPERBABK.РТ5004_РТ5004_35_156,"Колесо зубчатое РТ5004_35_156 (Сменные шестерни/задняя бабка, модель РТ5004)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код РТ5004_35_156; модель РТ5004.,
KOLZUBPERBABK.РТ502_РТ502_33_151,"Колесо зубчатое РТ502_33_151 (Сменные шестерни/задняя бабка, модель РТ502)",Колесо зубчатое узла Сменные шестерни/задняя бабка; код РТ502_33_151; модель РТ502.,
KOLZUBPERBABK.У05_20_159,Колесо зубчатое У05_20_159 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код У05_20_159.,
KOLZUBPERBABK.У05_20_160,Колесо зубчатое У05_20_160 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код У05_20_160.,
KOLZUBPERBABK.У05_20_162,Колесо зубчатое У05_20_162 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код У05_20_162.,
KOLZUBPERBABK.У05_20_163,Колесо зубчатое У05_20_163 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код У05_20_163.,
KULACHKI.RT.SET,Комплект кулачков РТ,Закалённые кулачки для патрона трубонарезного станка; надёжный зажим трубы под тяжёлые режимы.,
PRIZHIM.UBB112.SET,Комплект прижимов UBB‑112,Стандартный набор прижимов и шпилек для фиксации заготовок/приспособлений; совместим с пазами стола.,
SEKTOR.KONICH.315,Коническая шестерня (сектор) Ø315,Приводная шестерня ключа для патрона Ø315; обеспечивает равномерное перемещение кулачков при затяжке.,
