"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height
774825060872;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_349;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_349 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_349.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;25730.00;4;;;Параметр1:Кулачки;rx9FYMnyIc1Ob2GydAgb;;0;0;0;0
318544656612;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_381;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_381 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_381.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;19920.00;5;;;Параметр1:Кулачки;ZzV44XoL2dEXbo30ipTe;;0;0;0;0
352417943562;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_832;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_832 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_832.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;27390.00;8;;;Параметр1:Кулачки;KpNvAN8Aum5R56KPSK17;;0;0;0;0
642103076872;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_841;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_841 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_841.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;16600.00;8;;;Параметр1:Кулачки;IjXy6c60uNzgMdAMkHzC;;0;0;0;0
464489332702;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_842;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_842 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_842.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;21580.00;6;;;Параметр1:Кулачки;88FTUVJKarJ4aCuTRyVL;;0;0;0;0
111917795152;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_848;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_848 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_848.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;26560.00;3;;;Параметр1:Кулачки;EnvOMP6GtfJUKv6ebpUL;;0;0;0;0
898572994012;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_850;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_850 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_850.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;28220.00;7;;;Параметр1:Кулачки;OtciuL2es4BPoihDtNtM;;0;0;0;0
850919030542;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_851;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_851 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_851.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;56440.00;2;;;Параметр1:Кулачки;8szGeIMmxO7i43FZesCo;;0;0;0;0
735242936322;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_853;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_853 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_853.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;26560.00;3;;;Параметр1:Кулачки;ZbonvXGz0uIm93mPvAbC;;0;0;0;0
389909502722;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_861;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_861 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_861.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;19090.00;4;;;Параметр1:Кулачки;SdSDazLTilxHjK7YgGHg;;0;0;0;0
427561895012;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_862;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_862 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_862.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;26560.00;4;;;Параметр1:Кулачки;r9IxRiSBllbZRoe9hrXU;;0;0;0;0
931838232312;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_864;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_864 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_864.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;19920.00;5;;;Параметр1:Кулачки;IV7jTrkkxsOtcTVtejhO;;0;0;0;0
993280612502;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_865;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_865 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_865.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;17430.00;6;;;Параметр1:Кулачки;fJS3ML55D8R5Opl4gZd4;;0;0;0;0
312342747162;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_866;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_866 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_866.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;28220.00;4;;;Параметр1:Кулачки;If5KSDzTU1m2TvGhtE1o;;0;0;0;0
900994253162;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_884;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_884 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_884.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;14940.00;9;;;Параметр1:Кулачки;ia9mfM0kvAIdKElRUxeD;;0;0;0;0
153598854892;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_02_942;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_02_942 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 1А64_02_942.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;7;;;Параметр1:Кулачки;BmDtVXnNPFlMgRKKC7O8;;0;0;0;0
270884327772;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_1А64_03_210;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_03_210 (Сменные шестерни/задняя бабка, модель 1А64)";;"Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_210; модель 1А64.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;9999;;;Параметр1:Кулачки;zUIEDBY9XZTOaArbEvIs;;0;0;0;0
856866270192;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_1А64_03_211;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_03_211 (Сменные шестерни/задняя бабка, модель 1А64)";;"Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_211; модель 1А64.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;9999;;;Параметр1:Кулачки;4afHRhI73PVe7DUnFRx2;;0;0;0;0
134649545612;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_1А64_03_212;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_03_212 (Сменные шестерни/задняя бабка, модель 1А64)";;"Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_212; модель 1А64.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;14940.00;9999;;;Параметр1:Кулачки;tXFJdTG0gguCN5jcmxsd;;0;0;0;0
225218116452;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_1А64_03_264;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_03_264 (Сменные шестерни/задняя бабка, модель 1А64)";;"Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_264; модель 1А64.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;14940.00;9999;;;Параметр1:Кулачки;g5sRYsV4P4ZdS8e737Il;;0;0;0;0
578423568772;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А64_1А64_03_274;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А64_03_274 (Сменные шестерни/задняя бабка, модель 1А64)";;"Колесо зубчатое узла Сменные шестерни/задняя бабка; код 1А64_03_274; модель 1А64.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;26560.00;9999;;;Параметр1:Кулачки;zxKSUMKjLxtMgBYNyFrg;;0;0;0;0
547880847282;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1А983_20_283;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1А983_20_283 (Шпиндельная бабка)";;"Зубчатое колесо узла шпиндельной бабки; код 1А983_20_283.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;14940.00;9999;;;Параметр1:Кулачки;Yna1u9U254iuZ5nfFXhs;;0;0;0;0
539977535522;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_170;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_170 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_170.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;16600.00;5;;;Параметр1:Кулачки;9fCzUP4bnGVvstPfSnxr;;0;0;0;0
783371869542;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_171;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_171 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_171.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;14110.00;2;;;Параметр1:Кулачки;osxVURd9bgmz6ncNdBNU;;0;0;0;0
849688715462;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_172;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_172 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_172.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;14110.00;2;;;Параметр1:Кулачки;hjs92lpaS0i4lUJRjVys;;0;0;0;0
139636086862;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_210;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_210 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_210.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;3;;;Параметр1:Кулачки;bR33babK3uy4j8ibJRxL;;0;0;0;0
708038773282;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_227;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_227 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_227.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;16600.00;7;;;Параметр1:Кулачки;MxN4NHlhpDyMKFpk7Bt5;;0;0;0;0
405645197632;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_260;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_260 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_260.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;4;;;Параметр1:Кулачки;fdc3OC41J1kU6XmKNk4g;;0;0;0;0
542896245572;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_263;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_263 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_263.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;8300.00;3;;;Параметр1:Кулачки;e1os1xcGysOV9sv6Z9x7;;0;0;0;0
191017589692;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_275;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_275 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_275.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;8300.00;3;;;Параметр1:Кулачки;dRmc0M8Bmp1mfZzpcD5i;;0;0;0;0
442713346082;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_294;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_294 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_294.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;5;;;Параметр1:Кулачки;eJb8GmMcPsKdyF7jUb5D;;0;0;0;0
729511109392;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_331;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_331 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_331.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;16600.00;2;;;Параметр1:Кулачки;8dHYkj0AAxupVn4g5dK7;;0;0;0;0
315602857312;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_347;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_347 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_347.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;16600.00;7;;;Параметр1:Кулачки;sdfX8kffegrZBYDgI4A3;;0;0;0;0
339531371512;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_348;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_348 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_348.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;6;;;Параметр1:Кулачки;JeBS61cUxt09GrYrDH7D;;0;0;0;0
329909911032;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_353;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_353 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_353.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;14110.00;8;;;Параметр1:Кулачки;SlXBynYuPlgtAkHj4p43;;0;0;0;0
629147235382;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_426;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_426 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_426.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;13280.00;4;;;Параметр1:Кулачки;7F4XCnJ7dJHyxGNmzSyV;;0;0;0;0
419718479332;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_02_438;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_02_438 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_02_438.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;2;;;Параметр1:Кулачки;5ADhPMcM6vCrveZ06LnX;;0;0;0;0
845136580172;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_1М63_04_153;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_04_153 (Каретка суппорта, модель 1М63)";;"Колесо зубчатое узла Каретка суппорта; код 1М63_04_153; модель 1М63.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;9999;;;Параметр1:Кулачки;NmHNHI69ffU3t9SaYFGP;;0;0;0;0
177190712412;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_1М63_04_154;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_04_154 (Каретка суппорта, модель 1М63)";;"Колесо зубчатое узла Каретка суппорта; код 1М63_04_154; модель 1М63.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;11620.00;9999;;;Параметр1:Кулачки;N13lnPp58ZLoUIs8t3Br;;0;0;0;0
555523334342;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_1М63_04_155;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_04_155 (Каретка суппорта, модель 1М63)";;"Колесо зубчатое узла Каретка суппорта; код 1М63_04_155; модель 1М63.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;9999;;;Параметр1:Кулачки;sMnlmPkaEOB0ygPNKer5;;0;0;0;0
656464239062;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_1М63_04_159;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_04_159 (Каретка суппорта, модель 1М63)";;"Колесо зубчатое узла Каретка суппорта; код 1М63_04_159; модель 1М63.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;12450.00;9999;;;Параметр1:Кулачки;KYXCMJ2HAAS2odN3rlAr;;0;0;0;0
360196064092;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_1М63_04_160;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_04_160 (Каретка суппорта, модель 1М63)";;"Колесо зубчатое узла Каретка суппорта; код 1М63_04_160; модель 1М63.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;13280.00;9999;;;Параметр1:Кулачки;fYZ1gdpFPh73aZJ3MrpR;;0;0;0;0
242533355302;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_1М63_06_203;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_06_203 (Фартук, модель 1М63)";;"Колесо зубчатое узла фартука; код 1М63_06_203; модель 1М63.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;7470.00;9999;;;Параметр1:Кулачки;xrrAgtyyNhagIv8325po;;0;0;0;0
737181965782;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_1М63_06_254;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_06_254 (Фартук, модель 1М63)";;"Колесо зубчатое узла фартука; код 1М63_06_254; модель 1М63.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;19920.00;9999;;;Параметр1:Кулачки;1uAabXUNylYsbvmYIMgV;;0;0;0;0
565867575662;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_1М63_06_259;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_06_259 (Фартук, модель 1М63)";;"Колесо зубчатое узла фартука; код 1М63_06_259; модель 1М63.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;16600.00;9999;;;Параметр1:Кулачки;TYxeV4u1vFzxuohhJcrz;;0;0;0;0
684275115792;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_21_158;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_21_158 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_21_158.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;32370.00;4;;;Параметр1:Кулачки;hE309TtU8l0FfF147v6C;;0;0;0;0
380662504952;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_21_197;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_21_197 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_21_197.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;13280.00;3;;;Параметр1:Кулачки;oYvYsnZiGkeKBirgVjTy;;0;0;0;0
189776389372;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_21_199;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_21_199 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_21_199.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;17430.00;5;;;Параметр1:Кулачки;drjGnbee8EvhAkl6GK5B;;0;0;0;0
588892448012;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_21_200;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_21_200 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_21_200.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;20750.00;4;;;Параметр1:Кулачки;aIIirZED9ixOsjvUlDs1;;0;0;0;0
867281883702;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_21_215;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_21_215 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_21_215.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;17430.00;6;;;Параметр1:Кулачки;stNLlFChg7tUYmHuNlrk;;0;0;0;0
940534635332;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_21_216;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_21_216 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_21_216.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;16600.00;4;;;Параметр1:Кулачки;9Y1AgIhTgCAaOXd94CXs;;0;0;0;0
118595187912;"ТД РУССтанкоСбыт";KOLZUBPERBABK.1М63_21_217;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Колесо зубчатое 1М63_21_217 (Шпиндельная бабка)";;"Зубчатое колесо узла передней бабки; код 1М63_21_217.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;14940.00;3;;;Параметр1:Кулачки;MTkR34pXBogKj41hrCRk;;0;0;0;0
