Tilda UID,Brand,SKU,Offers ID,Mark,Category,Title,Description,Text,Photo,Price,Quantity,Price Old,Editions,Modifications,External ID,Parent UID,Weight,Length,Width,Height,Url,Tabs:1,meta_title,meta_description
ROL.SGL.GEN.F180.КЖ1842.02.001.026,ТД РУССтанкоСбыт,ROL.SGL.GEN.F180.КЖ1842.02.001.026,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики сглаживающие в сборе для токарно-накатных станков РТ301 Ф180 КЖ 1842.02.001.026,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики сглаживающие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.SGL.GEN.F180.ЛКТ1181-7040,ТД РУССтанкоСбыт,ROL.SGL.GEN.F180.ЛКТ1181-7040,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики сглаживающие в сборе для токарно-накатных станков РТ301 Ф180 ЛКТ 1181-7040,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики сглаживающие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F110,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F110,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф110,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F130.ИН172-19-01,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F130.ИН172-19-01,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф130 ИН172-19-01,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F130.ИН172-20-01,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F130.ИН172-20-01,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф130 ИН172-20-01,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F135.ЛКТ1181-1021,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F135.ЛКТ1181-1021,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф135 ЛКТ 1181-1021,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F140.ЛКТ1181-1022,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F140.ЛКТ1181-1022,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф140 ЛКТ 1181-1022,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F150.ИН172-36-01,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F150.ИН172-36-01,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф150 ИН172-36-01,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F150.ИН172-37-01,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F150.ИН172-37-01,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф150 ИН172-37-01,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F150,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F150,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф150 СМ2348-510.301,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F165.КЖ1840.02.001.016,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F165.КЖ1840.02.001.016,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф165 КЖ 1840.02.001.016,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
ROL.UPR.KZ1840.F165.КЖ1844.02.400.011,ТД РУССтанкоСбыт,ROL.UPR.KZ1840.F165.КЖ1844.02.400.011,,Узлы токарных станков,Узлы токарных станков>>>Ролики сглаживающие и упрочняющие,Ролики упрочняющие в сборе для токарно-накатных станков КЖ1840 Ф165 КЖ 1844.02.400.011,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочне","Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и упрочнения металла. Различаются: ролик для упрочнения металла и ролик сглаживающий, различные профили и посадочные размеры, термообработанные и шлифованные. ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 по утверждённому чертежу перед изготовлением.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor3736-6563-4538-b234-333630616238/78bbb813de37b02d3c573f4229c47720.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Ролики упрочняющие в сборе для токарно-накатных... | ТД РУССтанкоСбыт,"Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм, ф.115мм, ф.130мм, ф.150мм, ф.165мм, ф.180мм, ф.200мм) для накатки и..."
